category,title,alt words,desc id,description
,paint latex and oil,latex paint primer,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,bleach,clorox a jax ajax whitener,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,garden chemical,2 4 d diazinon round up weed killer weed spray,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,vehicle battery,car battery chemicals automotive automobile batteries automobile battery automobile batteries motorcycle battery,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,car wax,automobile automotive,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,grease automobile,oils car lubricants automotive,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,fire extinguisher,,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,acetone nail polish remover,cosmetics makeup make up make up,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,nail polish,cosmetics makeup make up make up,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,compressed gas,propane tank canister propane cylinder helium tank helium cylinder oxygen tank co2 butane butane gas,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,broken glass,shard shattered glass broken window wine glass drinking glass glass measuring cup,94,broken glass is a hazard and can injure you and the collector please tape cardboard around the edges of broken glass if the broken glass is from a jar or bottle please place it in your blue bin if the broken glass is from a window pane or mirror please dispose of it in your garbage bin
,dead animal,carcasses corpse remains dead rat dead mouse,95,if you find an injured or dead animal please call 311 the city of toronto s animal services can also assist with pets that have passed away for more information please see a http www toronto ca animal services centres htm target blank animal services a
,biodegradable plastic,plate cutlery fork knives spoon bag cup degradable plastic,103,this item is not recyclable or compostable please place this item in your garbage bin
,talcum powder,gold bond baby powder,103,this item is not recyclable or compostable please place this item in your garbage bin
,plastic pail greater than five litres in size,pails plastic drums driveway sealant container driveway tar container plastic paint pails plastic cat litter box,104,hard plastic pails and drums greater than five litres in size are not accepted in your blue bin please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued bag tag
,cooking oil liquid,deep fryer oil liquid vegetable oil,110,used cooking oil should never be poured down the sink drain or toilet because it can negatively impact the system of sewer pipes in your home and neighbourhood causing sewer backups residents can properly dispose of their used cooking oil at a a http www toronto ca garbage depots htm target blank household hazardous waste depots a or at a http www toronto ca environment days index htm target blank community environment days a alternatively residents can saturate paper towel with it or freeze it or let it harden and then place it in their green bin
,plastic shopping bag,plastic bags polyethylene grocery bag retail bag groceries plastic grocery bag reusable plastic bag,112,please place plastic retail and grocery bags in one bag tie handles closed and place in your blue bin bags with draw strings metal detailing and hard handles and compostable or biodegradable bags should be placed in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic water jug,8 15 litre l bottles single use no deposit pet,113,water jugs such as those placed on top of water coolers can be returned for a deposit and are reused by water filtration companies if not returned for a deposit this item must be placed in your garbage bin ensuring the lid is closed or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag
,fireworks,fire cracker firecrackers pyrotechnics rockets sparklers illuminations,122,please do not place this item in the garbage green bin or blue bin and do not bring this item to solid waste drop off depots please contact the manufacturer for proper disposal instructions
,flares,pyrotechnic road flares,122,please do not place this item in the garbage green bin or blue bin and do not bring this item to solid waste drop off depots please contact the manufacturer for proper disposal instructions
,ammunition,shrapnel bullets shells projectiles,122,please do not place this item in the garbage green bin or blue bin and do not bring this item to solid waste drop off depots please contact the manufacturer for proper disposal instructions
,plastic pail five litres or less in size,pails drums,126,please place hard plastic pails and drums that are less than five litres in size in your blue bin remove any metal handles please place the handles in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,clock,clock radio alarm clock,127,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag before placing this item in your garbage bin please remove the batteries for safe disposal as household hazardous waste can be taken to a http www toronto ca garbage depots htm target blank recycling and solid waste depots a across the city or your local a http www toronto ca environment days index htm target blank community environment day a
,sex toy,vibrator,127,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag before placing this item in your garbage bin please remove the batteries for safe disposal as household hazardous waste can be taken to a http www toronto ca garbage depots htm target blank recycling and solid waste depots a across the city or your local a http www toronto ca environment days index htm target blank community environment day a
,smoke detector smoke alarm,detectors alarms carbon monoxide detector,127,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag before placing this item in your garbage bin please remove the batteries for safe disposal as household hazardous waste can be taken to a http www toronto ca garbage depots htm target blank recycling and solid waste depots a across the city or your local a http www toronto ca environment days index htm target blank community environment day a
,chairs metal,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,exercise machine,treadmill stationary bike rowing machine,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,fan metal,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,filing cabinet,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,baseboard heater,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,motor small,furnace motor,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,range hood,kitchen appliance exhaust,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,sinks metal or cast iron,laundry sink laundry tub kitchen bathroom tub,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,table metal,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,tire rims,rim,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,wheelbarrow metal,wheel barrow,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,refrigerator,fridge household appliance bar fridge appliances residential bar,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,stove,range cooker stove cooking plate cooktop household appliance hot plate oven,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,washing machine,washer household appliance,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,dryer,drier clothes dryer,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,dishwasher,dish washer household appliance,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,dehumidifier humidifier,air cleaner electronic air cleaner table top humidifier,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,freezer,deep freeze freezer locker frozen food locker frigidarium household appliances,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,,roto tiller,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,metal safe,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,air conditioner,air conditioners,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,pump,water pump sewer pump sump pump laundry pump heat pump exchanger,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,drum metal,barrel,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,vanity metal,,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,microwave oven,microwaves,204,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please break down bundle and or tie where possible for safety reasons be sure to remove doors from fridges freezers ovens and other large appliances please set out these items for pick up 0 5 metre 2 feet away from your garbage bin
,windshield washer fluid bottle,,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,cosmetic bottle,moisturizer perfume bottle,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,detergent bottle,laundry tide bleach,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,squeezable food bottle,ketchup mayonnaise mustard salad dressing barbeque sauce soya sauce condiments,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,biscuit tin,cookie tin tins,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,newspapers,paper star globe news newsprint printed paper print flyers sun,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,printed paper,print ads junk mail flyers lottery tickets fax paper,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,polystyrene foam packaging,styrofoam plastic protective foam trays clam shell hot drink cups meat tray,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,pop can,metal aluminum cans soda beverages soda can,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,aluminum plate,pie plate roasting pan rigid foil burner liner,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,frozen juice container,spiral cans beverages,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,envelope with or without plastic window,fine paper envelope,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,magazine,paper magazines printed paper print glossy adbusters,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,aluminum tray,roasting foil,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,molded paper,cartons paper egg carton take out tray paper berry box,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,catalogue,catalogues,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,phone book,paper printed paper print telephone directory book,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,packing paper,,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,antifreeze container empty,car coolant coolant,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,glass prescription bottle or vitamin bottle,,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,bristol board construction paper,paper posterboard paperboard coloured construction paper,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,file folder,paper,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,paper gift bag box ropes and removed non metallic,bags gift box,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,greeting card,cards print gift card calling buisness,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,posters,paper print printed paper,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,sticky note,post it stickies,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,white granulated sugar bag,paper printed paper print packaging white sugar bags,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,gift wrapping paper non metallic,paper wrap packaging,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,dvd case,cd cases dvd cases,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,tissue paper,wrap wrapping gift tissue wrapping paper,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,postcard,postcards paper printed print picture postcard post card,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,index card,cards paper edge notched edge notched paper stock card stock index cards,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,paper roll,rolls toilet paper paper towel toilet paper tube paper tube,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,polystyrene foam cup and plate,plastic styrofoam plates disposable take out take out takeout plastics hot drink cups polystyrene containers,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,white or other colour plastic prescription or pill bottle empty,bottles medicine medicine bottle,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic cup and plate clear or coloured,cold cup drink rigid polystyrene cup disposable plastic cup disposable plastic plate,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,metal water bottle,aluminum water bottle stainless steel bottle,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic contact lenses case,,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,receipt matte paper,sales receipt cash receipt,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic envelope,canada post plastic sealing envelope,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic fruit basket,plastic berry basket green plastic mesh fruit basket,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,glass bottle jar lid,,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,junk mail,paper printed paper print ads flyers non addressed mail,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,household paper,flyers,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,dry cleaning bag,polyethylene bag,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,flyers,paper print printed paper flyer,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,computer paper,printing,205,please place this item in your blue bin if appropriate please empty and rinse this item all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
